orderid,farmer_id,food,Cost,transport,A,B,C,date_harvest,date_deliver,image_path,pre_img_val,rank_in_q
8763,2190,6,1019000,1,8500,100,9300,2018-07-05 04:00:00,2018-07-11 03:00:00,NULL,NULL,NULL
8764,2190,136,1747000,0,9000,4000,1900,2018-07-05 16:00:00,2018-07-11 19:00:00,NULL,NULL,NULL
8765,2190,75,218000,1,5700,2300,200,2018-07-13 06:00:00,2018-07-18 01:00:00,NULL,NULL,NULL
8766,2190,140,103000,1,2075,2475,1050,2018-08-14 08:00:00,2018-08-19 17:00:00,NULL,NULL,NULL
8767,2191,84,74000,1,1500,2700,1900,2018-07-05 23:00:00,2018-07-10 14:00:00,NULL,NULL,NULL
8768,2191,93,23000,1,590,210,310,2018-07-13 13:00:00,2018-07-17 20:00:00,NULL,NULL,NULL
8769,2191,99,184000,0,4300,3900,1900,2018-08-16 00:00:00,2018-08-22 20:00:00,NULL,NULL,NULL
8770,2191,71,274000,0,8700,2600,2300,2018-07-11 03:00:00,2018-07-16 01:00:00,NULL,NULL,NULL
8771,2192,117,302000,0,6800,6600,3500,2018-07-17 02:00:00,2018-07-21 04:00:00,NULL,NULL,NULL
8772,2192,9,379000,1,4100,1700,1300,2018-07-24 20:00:00,2018-07-30 14:00:00,NULL,NULL,NULL
8773,2192,7,578000,1,700,10000,4100,2018-08-15 15:00:00,2018-08-21 17:00:00,NULL,NULL,NULL
8774,2193,159,114000,1,1900,7600,400,2018-07-30 00:00:00,2018-08-04 06:00:00,NULL,NULL,NULL
8775,2193,90,143000,0,4900,6100,7100,2018-07-28 09:00:00,2018-08-01 11:00:00,NULL,NULL,NULL
8776,2193,65,42000,0,1975,1475,1500,2018-07-05 05:00:00,2018-07-12 00:00:00,NULL,NULL,NULL
8777,2193,162,112000,1,4500,1900,1100,2018-07-30 22:00:00,2018-08-06 21:00:00,NULL,NULL,NULL
8778,2194,46,314000,0,4600,9700,4500,2018-07-24 18:00:00,2018-07-30 07:00:00,NULL,NULL,NULL
8779,2194,81,154000,0,4800,100,4200,2018-08-14 14:00:00,2018-08-20 23:00:00,NULL,NULL,NULL
8780,2194,61,1013000,1,2300,5800,9800,2018-07-28 03:00:00,2018-08-03 13:00:00,NULL,NULL,NULL
8781,2195,128,31000,1,1725,525,1325,2018-07-23 14:00:00,2018-07-27 21:00:00,NULL,NULL,NULL
8782,2195,160,130000,1,7200,1000,1900,2018-07-08 23:00:00,2018-07-13 10:00:00,NULL,NULL,NULL
8783,2195,2,636000,1,900,4500,6000,2018-08-03 01:00:00,2018-08-09 11:00:00,NULL,NULL,NULL
8784,2196,152,167000,1,1000,975,1600,2018-07-09 19:00:00,2018-07-14 00:00:00,NULL,NULL,NULL
8785,2196,171,714000,1,3900,1400,500,2018-07-29 08:00:00,2018-08-02 21:00:00,NULL,NULL,NULL
8786,2196,129,327000,0,1800,1800,700,2018-07-16 13:00:00,2018-07-21 04:00:00,NULL,NULL,NULL
8787,2196,145,187000,0,5100,1800,4200,2018-07-23 13:00:00,2018-07-29 10:00:00,NULL,NULL,NULL
8788,2197,124,162000,1,100,7800,2400,2018-07-30 23:00:00,2018-08-06 07:00:00,NULL,NULL,NULL
8789,2197,127,355000,1,8300,8200,2400,2018-08-14 08:00:00,2018-08-19 01:00:00,NULL,NULL,NULL
8790,2197,165,354000,0,6000,7000,1500,2018-07-04 02:00:00,2018-07-08 17:00:00,NULL,NULL,NULL
8791,2198,85,158000,0,3600,5900,2300,2018-07-21 06:00:00,2018-07-27 13:00:00,NULL,NULL,NULL
8792,2198,126,258000,1,7700,5000,8300,2018-08-16 09:00:00,2018-08-21 14:00:00,NULL,NULL,NULL
8793,2198,165,425000,0,9900,6000,200,2018-07-10 00:00:00,2018-07-14 14:00:00,NULL,NULL,NULL
8794,2198,73,310000,1,4700,7300,8100,2018-07-22 17:00:00,2018-07-27 01:00:00,NULL,NULL,NULL
8795,2199,34,551000,0,5900,3900,7900,2018-07-08 14:00:00,2018-07-14 17:00:00,NULL,NULL,NULL
8796,2199,80,416000,1,7000,10000,7800,2018-07-17 00:00:00,2018-07-22 04:00:00,NULL,NULL,NULL
8797,2199,173,37000,0,200,1500,2000,2018-08-04 10:00:00,2018-08-10 21:00:00,NULL,NULL,NULL
8798,2199,2,1375000,0,9500,3100,7700,2018-07-07 23:00:00,2018-07-13 09:00:00,NULL,NULL,NULL
8799,2200,76,220000,1,6300,1600,5400,2018-07-19 15:00:00,2018-07-25 11:00:00,NULL,NULL,NULL
8800,2200,145,318000,0,6500,6500,5400,2018-07-12 12:00:00,2018-07-18 14:00:00,NULL,NULL,NULL
8801,2200,93,22000,1,430,450,90,2018-07-10 07:00:00,2018-07-14 19:00:00,NULL,NULL,NULL
8802,2200,30,555000,1,400,7900,4200,2018-07-17 03:00:00,2018-07-23 16:00:00,NULL,NULL,NULL
8803,2201,127,293000,0,6900,5800,3500,2018-08-13 00:00:00,2018-08-19 17:00:00,NULL,NULL,NULL
8804,2201,119,530000,0,5200,9500,7600,2018-07-18 06:00:00,2018-07-22 08:00:00,NULL,NULL,NULL
8805,2201,84,293000,1,9000,7600,4700,2018-07-30 06:00:00,2018-08-05 10:00:00,NULL,NULL,NULL
8806,2201,137,422000,0,4000,6500,8300,2018-07-20 02:00:00,2018-07-26 19:00:00,NULL,NULL,NULL
8807,2202,116,128000,0,3000,900,4200,2018-07-26 14:00:00,2018-08-02 11:00:00,NULL,NULL,NULL
8808,2202,37,242000,0,900,5500,2200,2018-07-31 18:00:00,2018-08-05 03:00:00,NULL,NULL,NULL
8809,2202,98,207000,1,2450,1650,1950,2018-08-10 17:00:00,2018-08-17 03:00:00,NULL,NULL,NULL
8810,2202,179,346000,1,6300,7000,100,2018-08-03 03:00:00,2018-08-08 10:00:00,NULL,NULL,NULL
8811,2202,119,355000,0,1700,9400,3400,2018-08-02 08:00:00,2018-08-07 08:00:00,NULL,NULL,NULL
8812,2203,25,1030000,0,7000,2900,8200,2018-08-17 04:00:00,2018-08-23 09:00:00,NULL,NULL,NULL
8813,2203,106,132000,1,7500,900,8300,2018-07-24 01:00:00,2018-07-30 07:00:00,NULL,NULL,NULL
8814,2203,87,172000,1,3200,6300,9900,2018-08-12 06:00:00,2018-08-17 09:00:00,NULL,NULL,NULL
8815,2203,108,132000,0,3600,500,3900,2018-08-04 17:00:00,2018-08-08 23:00:00,NULL,NULL,NULL
8816,2203,158,90000,0,200,7000,2100,2018-08-10 11:00:00,2018-08-17 08:00:00,NULL,NULL,NULL
8817,2203,141,310000,0,1775,925,625,2018-08-12 17:00:00,2018-08-18 22:00:00,NULL,NULL,NULL
8818,2204,105,310000,1,8700,4400,3900,2018-07-29 19:00:00,2018-08-03 16:00:00,NULL,NULL,NULL
8819,2204,113,487000,0,1700,9400,3700,2018-08-14 08:00:00,2018-08-20 20:00:00,NULL,NULL,NULL
8820,2204,43,203000,1,500,3500,2800,2018-08-13 05:00:00,2018-08-18 11:00:00,NULL,NULL,NULL
8821,2205,22,3448000,1,1600,4900,1600,2018-07-25 03:00:00,2018-07-30 19:00:00,NULL,NULL,NULL
8822,2205,131,261000,0,4300,2000,7600,2018-07-29 18:00:00,2018-08-04 23:00:00,NULL,NULL,NULL
8823,2205,33,856000,0,7900,7800,2100,2018-07-27 20:00:00,2018-08-02 00:00:00,NULL,NULL,NULL
8824,2206,112,621000,0,2425,2150,1050,2018-07-29 19:00:00,2018-08-04 07:00:00,NULL,NULL,NULL
8825,2206,16,54000,0,1950,550,1900,2018-08-01 04:00:00,2018-08-06 14:00:00,NULL,NULL,NULL
8826,2206,24,253000,1,100,2800,3400,2018-07-14 17:00:00,2018-07-19 19:00:00,NULL,NULL,NULL
8827,2207,39,223000,1,4100,2600,8600,2018-08-15 15:00:00,2018-08-22 03:00:00,NULL,NULL,NULL
8828,2207,77,121000,0,2000,4100,400,2018-08-15 01:00:00,2018-08-19 21:00:00,NULL,NULL,NULL
8829,2207,26,1002000,1,500,3700,7100,2018-07-09 14:00:00,2018-07-14 19:00:00,NULL,NULL,NULL
8830,2207,163,54000,0,1925,1775,1050,2018-07-29 06:00:00,2018-08-02 11:00:00,NULL,NULL,NULL
8831,2208,2,839000,0,4900,1100,8000,2018-07-27 12:00:00,2018-08-01 22:00:00,NULL,NULL,NULL
8832,2208,144,122000,1,900,3000,2700,2018-07-26 10:00:00,2018-08-02 01:00:00,NULL,NULL,NULL
8833,2208,141,218000,1,50,1100,2425,2018-08-05 05:00:00,2018-08-10 17:00:00,NULL,NULL,NULL
8834,2208,116,246000,0,4600,7300,1200,2018-07-20 10:00:00,2018-07-26 04:00:00,NULL,NULL,NULL
8835,2209,178,224000,0,500,7900,7800,2018-07-10 11:00:00,2018-07-17 05:00:00,NULL,NULL,NULL
8836,2209,138,259000,0,3100,3500,4500,2018-08-10 18:00:00,2018-08-15 14:00:00,NULL,NULL,NULL
8837,2209,61,765000,0,800,9800,300,2018-07-28 23:00:00,2018-08-03 18:00:00,NULL,NULL,NULL
8838,2210,32,350000,0,3100,6400,5000,2018-07-14 16:00:00,2018-07-19 11:00:00,NULL,NULL,NULL
8839,2210,25,297000,1,1900,100,4200,2018-07-26 00:00:00,2018-07-31 07:00:00,NULL,NULL,NULL
8840,2210,136,1568000,1,6600,1000,8900,2018-07-04 11:00:00,2018-07-10 20:00:00,NULL,NULL,NULL
8841,2211,63,138000,1,5100,1000,5500,2018-07-11 22:00:00,2018-07-16 05:00:00,NULL,NULL,NULL
8842,2211,163,20000,0,25,1650,325,2018-08-06 10:00:00,2018-08-13 04:00:00,NULL,NULL,NULL
8843,2211,151,368000,0,300,6000,4100,2018-07-10 19:00:00,2018-07-17 06:00:00,NULL,NULL,NULL
8844,2211,108,216000,1,2000,5900,6700,2018-07-24 05:00:00,2018-07-30 11:00:00,NULL,NULL,NULL
8845,2211,121,141000,1,4200,600,400,2018-07-25 09:00:00,2018-07-29 19:00:00,NULL,NULL,NULL
8846,2211,162,236000,0,9500,3300,3100,2018-08-04 03:00:00,2018-08-08 14:00:00,NULL,NULL,NULL
8847,2211,85,199000,0,6700,5300,1700,2018-07-18 21:00:00,2018-07-23 03:00:00,NULL,NULL,NULL
8848,2212,71,206000,1,3800,6400,900,2018-07-22 20:00:00,2018-07-29 20:00:00,NULL,NULL,NULL
8849,2212,58,977000,1,9200,1800,8100,2018-07-13 13:00:00,2018-07-20 12:00:00,NULL,NULL,NULL
8850,2212,109,411000,0,9800,5500,9000,2018-07-05 13:00:00,2018-07-10 09:00:00,NULL,NULL,NULL
8851,2212,132,133000,0,1900,4600,1100,2018-07-16 20:00:00,2018-07-21 02:00:00,NULL,NULL,NULL
8852,2213,158,228000,0,8500,3900,9900,2018-07-31 14:00:00,2018-08-07 11:00:00,NULL,NULL,NULL
8853,2213,167,304000,0,6100,4300,9300,2018-07-13 06:00:00,2018-07-17 19:00:00,NULL,NULL,NULL
8854,2213,123,229000,0,1500,8600,4400,2018-08-02 05:00:00,2018-08-08 00:00:00,NULL,NULL,NULL
8855,2214,76,297000,1,6200,3500,9100,2018-07-13 17:00:00,2018-07-20 14:00:00,NULL,NULL,NULL
8856,2214,2,1628000,1,8900,7200,7700,2018-08-15 20:00:00,2018-08-22 02:00:00,NULL,NULL,NULL
8857,2214,59,370000,1,9000,7600,2200,2018-08-12 08:00:00,2018-08-17 01:00:00,NULL,NULL,NULL
8858,2215,5,1173000,0,9800,2100,8100,2018-07-24 00:00:00,2018-07-30 20:00:00,NULL,NULL,NULL
8859,2215,6,974000,0,4000,8500,4400,2018-07-31 23:00:00,2018-08-06 13:00:00,NULL,NULL,NULL
8860,2215,13,514000,1,6600,7400,6800,2018-07-16 08:00:00,2018-07-21 09:00:00,NULL,NULL,NULL
8861,2215,73,180000,0,700,7600,3800,2018-07-12 11:00:00,2018-07-17 20:00:00,NULL,NULL,NULL
8862,2216,108,281000,0,6200,3000,8300,2018-07-05 18:00:00,2018-07-11 17:00:00,NULL,NULL,NULL
8863,2216,55,107000,1,1325,1375,1725,2018-08-16 08:00:00,2018-08-20 18:00:00,NULL,NULL,NULL
8864,2216,66,721000,0,4300,1000,6700,2018-07-18 20:00:00,2018-07-24 22:00:00,NULL,NULL,NULL
8865,2216,164,594000,1,7100,1400,4600,2018-08-01 04:00:00,2018-08-06 21:00:00,NULL,NULL,NULL
8866,2216,22,8098000,1,9800,3100,3700,2018-07-08 12:00:00,2018-07-13 00:00:00,NULL,NULL,NULL
8867,2217,109,321000,1,8500,3400,7500,2018-07-28 18:00:00,2018-08-03 20:00:00,NULL,NULL,NULL
8868,2217,25,579000,1,3100,1700,6800,2018-07-15 02:00:00,2018-07-19 16:00:00,NULL,NULL,NULL
8869,2217,133,119000,0,400,700,6300,2018-08-11 04:00:00,2018-08-15 12:00:00,NULL,NULL,NULL
8870,2217,24,230000,1,300,2200,3300,2018-07-19 16:00:00,2018-07-23 19:00:00,NULL,NULL,NULL
8871,2217,61,895000,1,5100,2800,6000,2018-07-09 15:00:00,2018-07-14 14:00:00,NULL,NULL,NULL
8872,2218,33,948000,0,7600,7500,8100,2018-07-04 08:00:00,2018-07-09 15:00:00,NULL,NULL,NULL
8873,2218,14,159000,0,3700,5200,4300,2018-07-17 04:00:00,2018-07-22 17:00:00,NULL,NULL,NULL
8874,2218,154,214000,1,7600,4900,2400,2018-07-22 09:00:00,2018-07-28 00:00:00,NULL,NULL,NULL
8875,2219,139,29000,1,9800,2300,2200,2018-07-17 13:00:00,2018-07-23 07:00:00,NULL,NULL,NULL
8876,2219,139,13000,0,1200,3100,6100,2018-07-21 06:00:00,2018-07-27 06:00:00,NULL,NULL,NULL
8877,2219,72,331000,0,5000,5600,8800,2018-07-11 10:00:00,2018-07-17 03:00:00,NULL,NULL,NULL
8878,2220,24,847000,1,2200,7800,10000,2018-08-17 00:00:00,2018-08-22 15:00:00,NULL,NULL,NULL
8879,2220,117,226000,1,6600,1200,5600,2018-07-31 00:00:00,2018-08-04 18:00:00,NULL,NULL,NULL
8880,2220,43,245000,0,3900,1600,400,2018-07-11 18:00:00,2018-07-16 16:00:00,NULL,NULL,NULL
8881,2220,148,406000,0,2800,7900,400,2018-08-10 03:00:00,2018-08-15 05:00:00,NULL,NULL,NULL
8882,2221,144,359000,0,6900,2000,9600,2018-07-11 20:00:00,2018-07-17 16:00:00,NULL,NULL,NULL
8883,2221,115,305000,1,3700,8200,7400,2018-07-20 17:00:00,2018-07-27 01:00:00,NULL,NULL,NULL
8884,2221,117,223000,0,7300,500,5200,2018-07-26 21:00:00,2018-07-31 18:00:00,NULL,NULL,NULL
8885,2222,13,223000,0,1600,5700,1200,2018-08-04 14:00:00,2018-08-09 19:00:00,NULL,NULL,NULL
8886,2222,61,1443000,1,7200,8500,4700,2018-07-28 04:00:00,2018-08-01 22:00:00,NULL,NULL,NULL
8887,2222,51,901000,0,6400,9100,6200,2018-07-16 06:00:00,2018-07-22 20:00:00,NULL,NULL,NULL
8888,2222,140,31000,1,225,650,1475,2018-08-09 00:00:00,2018-08-14 19:00:00,NULL,NULL,NULL
8889,2223,80,160000,1,4700,300,4900,2018-07-05 05:00:00,2018-07-10 06:00:00,NULL,NULL,NULL
8890,2223,170,30000,1,1700,300,1625,2018-08-01 23:00:00,2018-08-08 13:00:00,NULL,NULL,NULL
8891,2223,70,560000,0,8700,3500,6300,2018-07-09 09:00:00,2018-07-14 13:00:00,NULL,NULL,NULL
8892,2224,45,633000,1,9700,8400,4500,2018-08-07 13:00:00,2018-08-14 08:00:00,NULL,NULL,NULL
8893,2224,139,38000,0,9300,5800,7400,2018-07-19 13:00:00,2018-07-23 14:00:00,NULL,NULL,NULL
8894,2224,126,91000,0,3500,1600,1100,2018-07-10 13:00:00,2018-07-17 04:00:00,NULL,NULL,NULL
8895,2224,143,280000,1,1700,6400,3400,2018-08-17 08:00:00,2018-08-23 08:00:00,NULL,NULL,NULL
8896,2224,173,40000,0,1275,850,1200,2018-07-11 00:00:00,2018-07-17 18:00:00,NULL,NULL,NULL
8897,2224,116,292000,0,5800,5500,5900,2018-08-03 15:00:00,2018-08-08 13:00:00,NULL,NULL,NULL
8898,2225,11,518000,1,1825,1175,75,2018-08-15 06:00:00,2018-08-21 02:00:00,NULL,NULL,NULL
8899,2225,47,621000,0,8200,5900,7300,2018-07-26 08:00:00,2018-08-01 08:00:00,NULL,NULL,NULL
8900,2225,141,188000,1,750,450,1400,2018-08-12 23:00:00,2018-08-19 06:00:00,NULL,NULL,NULL
8901,2226,68,161000,1,1800,2900,3800,2018-07-10 21:00:00,2018-07-14 22:00:00,NULL,NULL,NULL
8902,2226,71,295000,1,7400,4700,4400,2018-08-06 23:00:00,2018-08-13 22:00:00,NULL,NULL,NULL
8903,2226,11,602000,1,1750,550,2450,2018-08-02 23:00:00,2018-08-08 19:00:00,NULL,NULL,NULL
8904,2226,93,43000,0,560,910,800,2018-08-14 07:00:00,2018-08-20 05:00:00,NULL,NULL,NULL
8905,2227,177,478000,1,6200,2700,5000,2018-08-11 03:00:00,2018-08-16 18:00:00,NULL,NULL,NULL
8906,2227,69,327000,1,8500,1900,3800,2018-07-18 03:00:00,2018-07-24 04:00:00,NULL,NULL,NULL
8907,2227,21,107000,0,1225,2250,2025,2018-07-24 22:00:00,2018-07-29 04:00:00,NULL,NULL,NULL
8908,2227,96,126000,0,210,900,430,2018-07-05 10:00:00,2018-07-10 23:00:00,NULL,NULL,NULL
8909,2228,38,465000,0,8200,2900,7000,2018-08-17 21:00:00,2018-08-24 02:00:00,NULL,NULL,NULL
8910,2228,145,116000,1,2100,1000,5400,2018-07-21 19:00:00,2018-07-28 04:00:00,NULL,NULL,NULL
8911,2228,151,1004000,1,7500,7200,9800,2018-08-09 23:00:00,2018-08-15 07:00:00,NULL,NULL,NULL
8912,2228,32,501000,1,8500,7000,800,2018-07-31 14:00:00,2018-08-05 06:00:00,NULL,NULL,NULL
8913,2228,52,578000,0,3300,2100,1600,2018-08-09 09:00:00,2018-08-14 02:00:00,NULL,NULL,NULL
8914,2229,25,1067000,0,7100,8000,600,2018-07-11 01:00:00,2018-07-15 22:00:00,NULL,NULL,NULL
8915,2229,58,896000,0,2200,8900,9600,2018-08-10 12:00:00,2018-08-15 21:00:00,NULL,NULL,NULL
8916,2229,63,141000,0,3600,6000,100,2018-08-13 14:00:00,2018-08-18 01:00:00,NULL,NULL,NULL
8917,2230,77,324000,1,5500,7100,8000,2018-08-05 02:00:00,2018-08-11 09:00:00,NULL,NULL,NULL
8918,2230,75,361000,0,5700,7600,2400,2018-08-04 06:00:00,2018-08-10 13:00:00,NULL,NULL,NULL
8919,2230,89,172000,1,7300,5200,9000,2018-07-12 01:00:00,2018-07-16 15:00:00,NULL,NULL,NULL
8920,2231,26,2598000,1,8600,7800,4400,2018-07-19 04:00:00,2018-07-25 09:00:00,NULL,NULL,NULL
8921,2231,179,366000,1,4500,6800,7500,2018-08-13 12:00:00,2018-08-19 22:00:00,NULL,NULL,NULL
8922,2231,85,183000,0,2700,9600,2000,2018-08-01 10:00:00,2018-08-08 04:00:00,NULL,NULL,NULL
8923,2231,105,199000,0,2400,5700,4700,2018-07-26 16:00:00,2018-08-01 07:00:00,NULL,NULL,NULL
8924,2231,101,384000,0,2000,1200,6600,2018-08-10 16:00:00,2018-08-15 04:00:00,NULL,NULL,NULL
8925,2232,11,533000,1,1500,675,2100,2018-07-24 15:00:00,2018-07-31 00:00:00,NULL,NULL,NULL
8926,2232,122,357000,0,7100,6600,7300,2018-08-16 03:00:00,2018-08-22 08:00:00,NULL,NULL,NULL
8927,2232,67,117000,0,2500,1700,5200,2018-07-07 09:00:00,2018-07-12 04:00:00,NULL,NULL,NULL
8928,2232,164,629000,1,9000,1000,2800,2018-08-08 09:00:00,2018-08-13 03:00:00,NULL,NULL,NULL
8929,2232,6,691000,0,2600,3600,8300,2018-08-08 20:00:00,2018-08-15 09:00:00,NULL,NULL,NULL
8930,2232,161,193000,0,5700,2600,8600,2018-08-04 06:00:00,2018-08-08 11:00:00,NULL,NULL,NULL
8931,2233,43,587000,0,7800,5800,1700,2018-07-08 09:00:00,2018-07-14 18:00:00,NULL,NULL,NULL
8932,2233,90,120000,1,4300,5200,5400,2018-07-22 09:00:00,2018-07-27 20:00:00,NULL,NULL,NULL
8933,2233,117,341000,0,9000,5600,4300,2018-07-14 21:00:00,2018-07-21 03:00:00,NULL,NULL,NULL
8934,2233,10,26000,0,225,25,525,2018-07-05 22:00:00,2018-07-12 10:00:00,NULL,NULL,NULL
8935,2234,57,96000,0,1825,525,1425,2018-08-11 18:00:00,2018-08-17 06:00:00,NULL,NULL,NULL
8936,2234,68,390000,1,7200,6400,3700,2018-08-07 04:00:00,2018-08-12 01:00:00,NULL,NULL,NULL
8937,2234,39,257000,0,9300,2400,400,2018-08-13 02:00:00,2018-08-17 22:00:00,NULL,NULL,NULL
8938,2234,84,120000,0,3200,4600,800,2018-07-25 19:00:00,2018-07-30 10:00:00,NULL,NULL,NULL
8939,2235,169,201000,1,300,9900,1700,2018-08-11 23:00:00,2018-08-16 14:00:00,NULL,NULL,NULL
8940,2235,53,911000,0,5200,6600,3000,2018-07-15 08:00:00,2018-07-21 11:00:00,NULL,NULL,NULL
8941,2235,122,296000,0,8600,3400,4100,2018-08-04 00:00:00,2018-08-09 02:00:00,NULL,NULL,NULL
8942,2235,105,378000,1,6100,9300,8800,2018-07-14 12:00:00,2018-07-20 05:00:00,NULL,NULL,NULL
8943,2235,133,566000,1,7000,9100,5100,2018-07-09 08:00:00,2018-07-15 20:00:00,NULL,NULL,NULL
8944,2236,69,436000,0,7600,6500,5600,2018-07-21 00:00:00,2018-07-26 16:00:00,NULL,NULL,NULL
8945,2236,3,444000,0,3800,4100,6200,2018-07-26 08:00:00,2018-07-30 22:00:00,NULL,NULL,NULL
8946,2236,11,502000,0,1375,1350,750,2018-07-06 18:00:00,2018-07-12 15:00:00,NULL,NULL,NULL
8947,2236,25,974000,0,400,9900,9900,2018-07-05 02:00:00,2018-07-10 10:00:00,NULL,NULL,NULL
8948,2237,43,187000,1,1400,2500,1700,2018-08-04 19:00:00,2018-08-09 16:00:00,NULL,NULL,NULL
8949,2237,42,235000,0,3400,2200,1900,2018-08-11 02:00:00,2018-08-16 18:00:00,NULL,NULL,NULL
8950,2237,99,241000,0,2300,7700,5200,2018-07-28 11:00:00,2018-08-03 12:00:00,NULL,NULL,NULL
8951,2237,108,148000,0,200,4500,6700,2018-07-29 00:00:00,2018-08-02 04:00:00,NULL,NULL,NULL
8952,2237,5,810000,1,2600,7900,3400,2018-07-27 08:00:00,2018-08-02 18:00:00,NULL,NULL,NULL
8953,2238,143,535000,1,4500,9800,8600,2018-08-01 08:00:00,2018-08-05 13:00:00,NULL,NULL,NULL
8954,2238,11,575000,0,2475,725,100,2018-08-16 12:00:00,2018-08-21 00:00:00,NULL,NULL,NULL
8955,2238,4,1990000,0,9700,9900,900,2018-07-28 05:00:00,2018-08-02 13:00:00,NULL,NULL,NULL
8956,2238,165,522000,0,9600,5700,9500,2018-08-14 08:00:00,2018-08-20 05:00:00,NULL,NULL,NULL
8957,2239,93,17000,0,270,140,590,2018-07-31 07:00:00,2018-08-05 19:00:00,NULL,NULL,NULL
8958,2239,68,253000,0,8000,100,2000,2018-07-27 11:00:00,2018-08-01 18:00:00,NULL,NULL,NULL
8959,2239,22,2709000,1,3000,2000,500,2018-07-24 01:00:00,2018-07-28 08:00:00,NULL,NULL,NULL
8960,2240,140,65000,1,1250,1600,1025,2018-07-14 12:00:00,2018-07-20 13:00:00,NULL,NULL,NULL
8961,2240,97,437000,1,2475,1375,425,2018-07-15 08:00:00,2018-07-20 02:00:00,NULL,NULL,NULL
8962,2240,42,226000,1,1000,5900,600,2018-08-09 01:00:00,2018-08-13 06:00:00,NULL,NULL,NULL
8963,2240,175,351000,1,6100,4800,6100,2018-08-03 03:00:00,2018-08-08 07:00:00,NULL,NULL,NULL
8964,2240,10,61000,0,175,800,700,2018-07-27 09:00:00,2018-08-02 20:00:00,NULL,NULL,NULL
8965,2240,119,536000,0,5100,9900,7400,2018-08-01 09:00:00,2018-08-05 10:00:00,NULL,NULL,NULL
8966,2241,26,2498000,1,6300,8400,6300,2018-07-09 01:00:00,2018-07-13 09:00:00,NULL,NULL,NULL
8967,2241,5,1076000,0,4900,9100,3000,2018-08-10 14:00:00,2018-08-15 06:00:00,NULL,NULL,NULL
8968,2241,150,265000,1,8100,3000,2600,2018-07-17 17:00:00,2018-07-24 07:00:00,NULL,NULL,NULL
8969,2241,163,29000,0,1525,200,975,2018-08-14 04:00:00,2018-08-19 04:00:00,NULL,NULL,NULL
8970,2241,1,648000,0,800,8900,4500,2018-08-08 09:00:00,2018-08-15 07:00:00,NULL,NULL,NULL
8971,2241,4,2202000,1,10000,7400,9500,2018-08-06 01:00:00,2018-08-10 02:00:00,NULL,NULL,NULL
8972,2242,149,225000,1,1400,3900,8700,2018-07-18 13:00:00,2018-07-24 20:00:00,NULL,NULL,NULL
8973,2242,36,170000,0,2700,1500,5000,2018-07-29 23:00:00,2018-08-03 00:00:00,NULL,NULL,NULL
8974,2242,22,7706000,1,9800,1900,4500,2018-08-17 01:00:00,2018-08-23 18:00:00,NULL,NULL,NULL
8975,2242,94,41000,0,240,80,990,2018-07-20 11:00:00,2018-07-26 02:00:00,NULL,NULL,NULL
8976,2242,139,24000,1,4300,4000,7100,2018-07-05 08:00:00,2018-07-11 03:00:00,NULL,NULL,NULL
8977,2243,180,291000,1,9700,1100,5300,2018-08-08 03:00:00,2018-08-13 14:00:00,NULL,NULL,NULL
8978,2243,155,92000,1,2000,2700,5800,2018-08-03 23:00:00,2018-08-10 01:00:00,NULL,NULL,NULL
8979,2243,66,880000,0,2200,8300,2600,2018-07-11 19:00:00,2018-07-16 10:00:00,NULL,NULL,NULL
8980,2243,16,54000,0,1150,1425,2050,2018-07-17 13:00:00,2018-07-21 23:00:00,NULL,NULL,NULL
8981,2243,39,111000,0,2200,3500,100,2018-08-02 04:00:00,2018-08-08 10:00:00,NULL,NULL,NULL
8982,2244,58,1390000,1,9000,9200,9100,2018-07-14 20:00:00,2018-07-21 10:00:00,NULL,NULL,NULL
8983,2244,106,209000,1,8200,8000,9500,2018-07-07 14:00:00,2018-07-11 16:00:00,NULL,NULL,NULL
8984,2244,64,235000,0,3800,3200,1100,2018-07-17 09:00:00,2018-07-22 06:00:00,NULL,NULL,NULL
8985,2244,163,53000,1,1000,2350,2300,2018-08-02 18:00:00,2018-08-09 12:00:00,NULL,NULL,NULL
8986,2244,62,186000,0,3000,8500,3700,2018-07-28 11:00:00,2018-08-02 07:00:00,NULL,NULL,NULL
8987,2245,144,423000,1,7100,7400,3700,2018-08-11 00:00:00,2018-08-15 15:00:00,NULL,NULL,NULL
8988,2245,42,460000,0,2400,8100,7200,2018-08-16 07:00:00,2018-08-22 02:00:00,NULL,NULL,NULL
8989,2245,5,963000,0,8400,1700,5600,2018-07-21 09:00:00,2018-07-26 14:00:00,NULL,NULL,NULL
8990,2245,65,16000,1,275,1225,550,2018-07-29 13:00:00,2018-08-05 06:00:00,NULL,NULL,NULL
8991,2246,180,189000,1,2300,4900,5400,2018-07-22 05:00:00,2018-07-28 18:00:00,NULL,NULL,NULL
8992,2246,41,185000,0,2100,2700,9300,2018-07-09 10:00:00,2018-07-14 22:00:00,NULL,NULL,NULL
8993,2246,20,1626000,0,9400,8400,6500,2018-08-15 20:00:00,2018-08-20 22:00:00,NULL,NULL,NULL
8994,2247,73,346000,0,7200,6600,6400,2018-08-02 07:00:00,2018-08-06 08:00:00,NULL,NULL,NULL
8995,2247,172,318000,0,4000,7100,3300,2018-07-23 05:00:00,2018-07-29 09:00:00,NULL,NULL,NULL
